,rating,title,text,average_rating,rating_number,year,month,day,hour
8953,5,Five Stars,This stuff is awesome!,4.6,267,2018,2,5,4
8954,5,Five Stars,They very nice,3.1,11,2016,11,22,0
8955,5,Realistic brows!,Very easy to use. It makes very realistic brows; and I was surprised at how long it lasted. It even came with 3 different eyebrow guides.  Well worth the money. I will reorder.,3.3,409,2020,7,19,21
8956,5,GREAT spray bottle,This bottle is AWESOME!<br />It’s a cross between an aerosol & pump spray<br />It’s easy to use and I LOVE IT!,4.7,4251,2020,6,21,4
8957,5,Psa not for those allergic to milk/dairy,"First used it with my esthetician—her facials have saved my skin!! It has worked well on my skin and reduced my active acne. The smell is a bit weird and I was wondering what it reminded me of, til I read that there was colostrum in it. Smell reminds me of powdered baby’s milk! 🤣<br />Regardless, this product has worked well and not as stingy as other clay masks!",4.4,210,2023,2,4,9
8958,5,Great brush with excellent follow-up from the seller,"Great brush with excellent follow-up from the seller. I would have preferred the brush to be a little stiffer, but not a deal breaker.",3.9,4199,2017,8,8,1
8959,5,"Love, Love, Love!!",I have very sensitive combination skin (oily T-Zone and the rest of my face is dry) and this really helps to moisturize and reduce the oil that my face produces. I've used it three times now and I will be purchasing this again.,4.1,201,2017,3,17,5
8960,5,Very Beautiful!,These lashes are so pretty. I love them.,4.3,195,2019,11,28,1
8961,5,Best concealer ever made,I’ve got very dark circles underneath my eyes all the time and it makes me look horrible but this stuff erases them instantly and I look normal,4.0,320,2022,2,17,18
8962,5,My daughter loves this stuff,"Great for those with hair.....thats not me, but for my favorite daughter she loves it.",5.0,3,2020,5,31,21
8963,5,Fix nail,U can learn and fix on ur nails instead nail salon as wise save money,4.2,636,2020,8,12,12
8964,5,Nice,"I like this color AND texture.  It actually HAS a bright color, which many of the sticks lack.",5.0,1,2016,9,24,22
8965,5,Handy,Best to keep things like this on hand when you have formal occasions. I have a son with a 17 in neck but he doesn’t need a huge shirt so these extensions can be helpful.,4.6,24,2018,8,4,21
8966,5,This is perfect for refreshing my curly hair in the morning,"This bottle is what has been missing from my curly girl life!! It's perfect for adding just enough moisture. The long, consistent spray is even better than I imagined. I will never be without this bottle again!!",4.7,4251,2019,5,13,21
8967,5,I am very pleased with this product,"Now, the coverage that a cover girl needs is here. As a black woman with a dark hue to her skin, I am very pleased with this product. It matches all of the undertones of my complexion. All of the brown, black ,red, & yellow that makes up my skin tone is matched perfectly with most Zuri products. I've tried Fashion Fair & wound up looking beet red. That was a very unnatural experience. This is comparable to Iman but cheaper. Since I don't wear makeup much, cheaper is better.",3.4,18,2015,1,14,1
8968,5,Nice palette (at a steal),"There's a bit of fallout, but shadows are beautiful. If you can get your hands on this at a discount (normally priced at $75), you won't be disappointed.",4.7,180,2020,12,4,15
8969,5,The variety is very nice and for what you are paying it is a ...,The variety is very nice and for what you are paying it is a very good deal. I am constantly losing nose rings and knowing I'm not going to have to order more is a great feeling. They are very comfortable and are not too large and obnoxious to look at.,4.2,524,2017,8,8,4
8970,5,I’m happy,Just what I wanted,4.3,59,2021,3,12,16
8971,5,Great product.,Great product no strong smell and worth the money. I purchased two of them at one time…,4.7,140,2022,4,5,18
8972,5,Five stars,"As described. Thin with fine hair. The color is lighter than in the pics, with chocolatey nuances. I still like and recommend it.",3.4,4,2020,3,22,4
8973,5,Great,Great! The lemongrass scent is great but strong.,3.9,118,2021,1,14,13
8974,5,I love how much less of my hair was being pulled out. easy,"I have rather thick long hair. I am also a pain patient so my head is usually rubbed on pillows or my headboard.  Hard to get out, painful to get out. UNTIL I bought this. I saw it on my fav influencers post and thought let me try this.",3.2,360,2020,10,15,17
8975,5,16 f150 apple CarPlay,Installed this interface to get apple CarPlay on my 16 f150! Worked exactly as described!!!,4.5,260,2019,7,20,2
8976,5,Excellent,Excellent and fit for shaver,4.7,123,2018,9,18,10
8977,5,very nice,bought these for my daughter and we both loved them. Nice variety of colors. Will definately order again.,4.5,77,2020,5,8,11
8978,5,Buenas brochas para iniciarse en el ejercicio del maquillaje,"Estas brochas son buenas para iniciar en el ejercicio del maquillaje, son prácticas y muy completo el estuche.",4.2,880,2019,12,15,1
8979,5,"Finally, Armpit Comfort","I won't name the very well promoted OTHER deodorant I tried, but it actually only worked the first day and seemed to actually enhance my armpit stink if I tried to go a second day. Native really works and smells delicious. If I end up going into a second day w/out shower & new deodorant application until late in the day, I never get stinky.",4.7,317,2020,12,17,21
8980,5,Makes you look flawless,I love this makeup and now I sell it,4.2,58,2021,10,16,21
8981,5,Roller balls fit!,"It fits my 6, 10ml roller balls 🙌🏼 I was unsure if they would fit. When I first got the bag, they were a little snug. But now that they have been sitting in there for longer, the bag has stretched out a bit and it’s perfect!",4.7,598,2019,4,10,13
8982,5,Eyelash extensions,[[VIDEOID:25b02d575ebc8bbda9c46ce0092e23e2]] Fun to use.  Eyelash crimped can be repurposed.  Stays on nicely and gets lots of compliments!,2.7,258,2022,5,13,13
8983,5,Glitter,So pretty,5.0,4,2020,5,19,5
8984,5,It works,Love it! Wear it all the time before bed.,4.0,82,2019,2,24,17
8985,5,Five Stars,Love this have ordered before.,4.1,230,2017,4,3,13
8986,5,I bought these masks because my friend recommended. Amazing items,"I bought these masks because my friend recommended. Amazing items! The facial mask feels so comfortable and stuck well on my face, I was wearing it watching TV, it stayed very well, this was a surprise; after 35 minutes my face skin felt soft, smooth and moist; the lip mask and eye pad have clear instructions and they were easy to use; I keep my eye pad and lip mask in the refrigerator and use them before I go to bed and after 30 minutes my lip felt a lot more soft and very hydrated! my eye bags were gone! I love these masks so much! Definitely must be buy again soon!",4.1,101,2017,11,17,10
8987,5,Not just another pretty clip,"I really loved their color, what they're made of, and they hold ALL of my very long, thick hair.  It's really hard to find a well made big hair clip, that will do a good job.  But I think I've found some!!",4.3,26,2021,1,15,23
8988,5,Love it,My favorite perfume.,4.7,8,2020,7,27,17
8989,5,Good pin. May the Syrian people get their country ...,Good pin.  May the Syrian people get their country back.,3.9,14,2017,3,28,16
8990,5,So Cute!!,These are absolutely adorable!! I love wearing them because they are so darn cute!! Love all the colors and patterns! Would buy again!,4.4,63,2019,9,5,20
8991,5,Will buy more,Love it,4.1,45,2021,5,24,0
8992,5,Just nice,So far so good,4.2,8,2019,4,29,4
8993,5,Good quality,Received product on time and good quality. I like this product. I will buy it again.,4.5,101,2019,4,19,23
8994,5,Holla at ur boi,All the hood rats want me now.<br />  -Trez,4.4,2526,2020,5,29,19
8995,5,Quality,"Very nice, high quality! Very pleased with my purchase.",3.9,64,2019,10,22,10
8996,5,Five Stars,Works Great! Thanks.,3.7,491,2015,6,18,15
8997,5,This item works really well for your wigs.,This item I ordered worked out great. I had used it for my Halloween costume.,3.6,38,2020,11,24,23
8998,5,Cute!,Loved it! Put it on the front and lokked fab!,4.5,28,2020,1,18,18
8999,5,Come in time,Helpful for wigs to stay,4.6,1538,2022,1,22,14
9000,5,Self hygiene helps,"Flavor is not so bad,  could enjoy while cleaning. Size is perfect.",4.3,499,2020,10,11,1
9001,5,Tldr: yes I recommend.,"With the snow coming soon, I got it in my head that I wanted to try khol eyeliner again to reduce the glare. I have green eyes, and the light can aggitate them a bit. I had the fact that pirates used khol [to help their vision at sea] stuck in my head so I went about scouring Amazon for something that seemed authentic. Not one of those ""waterproof"" gel eyeliners that never worked in my waterline that the youtube beauty gurus always tried to sell me.<br /><br />Okay, it was a weird thought process that got me here. And it hasn't even snowed yet, so I can't say for sure if the glare is reduced.<br /><br />But for what it is? It's really nice. It does apply to the waterline. It stays there. It makes my lashes look fabulous. It's affordable. It's 2020 so I'm just wearing makeup for my own sense of self and sanity.<br /><br />Yes, the tldr is you should buy this. Maybe sharpen it a bit before use for hygienic purposes.",3.9,57,2020,11,26,15
9002,5,great product! Use it for my lotions and potions,great product!  Use it for my lotions and potions.,4.3,53,2015,6,25,18
9003,5,Work like a charm.,Work well for me . It soften the hair to make the glue much easier to comb out would definitely recommend. Life saver during quarantine.,3.8,12,2020,5,14,2
9004,5,Reliability,Good product,4.1,201,2022,1,9,1
9005,5,Good travel purchase,These are great!,4.3,446,2019,5,22,12
9006,5,Loveeee,If you’re looking for more of a natural eyelash extension look then you should definitely order these lashes! I love them they are the type to wear everyday casually.,3.9,25,2020,10,10,16
9007,5,... set of stainless steel without lids and these are perfect of course I’m 73 years old so I come ...,I am using these off label are use them for covers for my bowls I have a set of stainless steel without lids and these are perfect of course I’m 73 years old so I come from the old school anyway they work real good and I do think that they would work real good and shower caps to because they’re very strong and I hope they’ll last me as long as I live,3.4,18,2018,1,5,18
9008,5,SOOOOO good to use,SOOOOO good to use.  I use it once or twice a week depending on how my skin is doing.  I always feel so clean and fresh after and my skin looks great! I will always use this mask.,3.5,86,2018,5,30,18
9009,5,Great product,"Very happy with this product. I read a lot online about the proper way to fill it, and had no problems. It is a rather large bottle compared to how much it stores, but I like this over the pumps with the tube in the middle, so it's worth it to me.<br />Tips:<br />1) fill almost all of the way full. You'll need to make sure there aren't air bubbles. So order the smaller of the sizes that you want to store. Screw the cap on tightly.<br />2) If it doesn't worth, tip it upside down, tap on hard surface (to get the air bubbles to the bottom), and take a paperclip to push the bottom up as far as it can go.<br /><br />It pumped well, filled easily and was a reasonable price. Would recommend.",3.5,30,2013,9,5,20
9010,5,Good,"I haven't used mine yet, but the tip looks good",3.6,26,2019,12,25,16
9011,5,This product really works!,"I have fine, frizzy, curly hair. I can style it just fine, but a little humidity and it just fuzzes! This product makes my hair shiny, smooth, and gives it ""weight"" so it can withstand humidity and hold the style. I have replaced salon Keratin treatments with this product. I have tried everything and I  did not think a product like this existed!",4.7,36,2021,2,12,0
9012,5,It works,It smells,4.2,2275,2022,9,11,18
9013,5,IT REALLY WORKS!,"I used this years ago, and couldn’t find it anymore. I assumed it wasn’t made anymore. I was so excited to accidentally stumble across it here.  I’ve tried every anti-perspirant out there. This is the only one that has ever worked well and consistently. Very highly recommend!!",4.6,96,2019,11,7,3
9014,5,Great product.,"Great for at home for use, easy to use, lasts me about 5 week. Saves so much money.",4.4,8691,2019,12,17,16
9015,5,Smooths facial skin,"Smells good, non sticky",4.0,25,2019,10,1,9
9016,5,My skin ❤️ 's this face cream !!!!,"Have used this consistently for 2 years. Hard to find in stores any more.  I'm in my mid 60s. Skin looks great.  This cream , a little dab'll do ya. It's very penetrating and the jar lasts over a month. ❤️ it !!!",4.7,135,2022,4,22,20
9017,5,Great transaction,As expected.  Large size.  Great comb for shower.,4.2,25,2021,12,11,4
9018,5,Awesome beauty,I loved everything about these eyelashes.,3.9,67,2020,12,31,2
9019,5,Highly recommend,I am very satisfied with my purchase!,4.1,28,2020,4,25,15
9020,5,Fast shipping,Great fast shipping and everything as described.,4.0,78,2019,7,13,14
9021,5,For the price this is great. It DOES withstand heat from curling iron,For the price this is great. It DOES withstand heat from curling iron. Great to practice updos with.  Would recommend and purchase again,4.1,1586,2016,9,1,16
9022,5,Makes a great gift!,Bought as a gift for a friend who’s a yoga instructor and he absolutely loved it! It smells really great too!,4.8,8,2020,3,5,11
9023,5,Worth the price for a new hair style!,Wow! This hair is very nice! I was a little sceptical because of the price but I am glad I bought it. Beautiful hair! I ordered 2 other lots different colors. I tried to load a pic but it wouldn't load. It looks just like the photo though.,5.0,3,2021,2,14,18
9024,5,Great product!,"I had gotten this set for my girlfriend on Christmas, she loved it! Great product for the price!",4.6,1977,2018,3,2,13
9025,5,Cute and do not leak! My toddler lost it ...,Cute and do not leak! My toddler lost it under his bed for 2 days.  The fabric was not even damp.,5.0,2,2018,8,9,17
9026,5,Stunning iridescent butterfly nail sticker!,I thought this was too good to be true. I have been getting into nail art recently and I have been trying to find these holographic nail stickers at an affordable price for months. They make any nail art shimmer & shine beautifully. I highly recommend to anyone who want to add a little extra to their painted nails.,3.9,42,2021,2,3,5
9027,5,I loved the brush-I have purchased several of this same brush ...,I loved the brush-I have purchased several of this same brush from Amazon-I keep my hair very short & this size is perfect for a quick style. As I stated previously I have purchased several-not because of poor quality-but the wear & tear of constant use on my part.,3.9,2731,2014,7,22,17
9028,5,Good product for the price,Gives your hair a lot of body,4.5,605,2022,1,19,20
9029,5,Great transaction,"Item as described, fast and thoughtful packaging. Very happy with seller and product.",3.7,6,2021,5,16,0
9030,5,She loved it!,I bought it for my daughter's birthday. She loved it!,4.1,45,2017,9,28,23
9031,5,Good buy!!!,Great make up box. It is well constructed and looks nice.,4.5,323,2018,7,29,21
9032,5,You need this,Super easy to use. Much needed. I know I can’t be the only one that can’t scrub my back. With this I get my whole back.I’m clean all over. Just lather it grab each side and scrub scrub scrub. Listen just get it.,3.7,38,2021,2,1,19
9033,5,The Best,My favorite color! It shows up so beautifully.,5.0,4,2016,8,31,1
9034,5,Great set of brushes!,I love this set! I do wish it came with a little guide for the brushes (like which brush is for what) but aside from that it's perfect!,4.1,236,2017,8,28,19
9035,5,Looks great,"Looks good, it’s comfortable to wear which is great since I get irritated when something bothers my head. I love the look and color",4.7,7,2021,2,4,22
9036,5,"Pee yew, do these things stink",They work great. Had guys at work looking for sewer leaks forever. Ha ha ha...,4.2,794,2017,10,2,23
9037,5,the best toothbrush,Can't say anything bad about this product. I haven't had a cavity since I began using it. The only reason I bought this second one was due to losing the first while traveling.,3.2,283,2015,11,5,1
9038,5,Great stuff,"Works great, our leather sofa has a nice soft sheen",4.8,10,2020,8,18,0
9039,5,Excelente,Muy lindo,4.7,5,2019,11,24,18
9040,5,Five Stars,Bought this for my husband for Christmas and he loves it!,4.6,1020,2017,1,4,19
9041,5,"Great at exfoliating, dries fast too","These exfoliating cloths are really great for your skin.  I struggle with ingrown hairs on my legs, and have found that if I scrub really good with these at least every other day the condition is greatly lessened.  They have also helped alleviate my keratosis pilaris (chicken skin) on my upper arms.",4.7,9101,2017,12,20,11
9042,5,Five Stars,"Huge bag, just what I needed",4.7,34,2015,3,27,17
9043,5,Good value,Good value,4.3,113,2021,12,7,15
9044,5,Yay!  So glad I took a chance and bought these.,"Very easy to apply and smudge, if you want a smokey look.  Colors are as described.  Pencil is soft and doesn't pull when applying.  Very happy with these!  I will update if i notice they don't hold up, but so far, so good!<br /><br />Update:  These are awesome!  They hold up just as well as the $$$ ones.  I'm wearing AQUATIC and the color is bright and really cool.  They don't melt down your face.  I highly recommend these.",4.6,317,2017,5,11,18
9045,5,Very vibrant,Beautiful eye shadow down palette. I love every a palette I've purchased so far. Colors are vibrant and we very comparable to higher qaulity brands.,3.8,11,2018,8,2,17
9046,5,Five Stars,They very helpful put my lotions in my bag.,4.7,1226,2016,12,3,20
9047,5,Great price,Great price,4.5,6,2021,2,2,6
9048,5,Phillips Norelco arcitec 1090 shaver,"My husband loves the close shave he gets with the shaver, loves how easy it is to clean, and loves the sleek, cool appearance of it.  He gets no irritation from it.  It's a winner![[ASIN:B000PKKAGO Philips Norelco arcitec 1090 Men's Shaving System]]",4.0,226,2009,1,9,11
9049,5,Works Great!,Used as soon as it arrived and love it! Super easy to use. My teenager daughters cant wait to try it out,3.8,108,2021,3,19,22
9050,5,Fashionable,Headbands always give me a headache - these are no different for me... but the colors & style are super cute & dress up your hair & outfit when you're in between washes or want to dress up your hair!,4.5,20,2019,10,26,23
9051,5,Great base coat!,Great base coat.  This does a great job of helping the color coat stay on my nails but it also protects my nails and keeps them from yellowing.  I highly recommend.,4.6,812,2015,2,2,16
9052,5,Luv this hairspray,Luv that the hairspray doesn’t feel stiff but holds. It is getting hard to find in the stores so I order thru Amazon. Great buy.,4.6,1004,2022,1,11,10
9053,5,Five Stars,"Great Smelling soap, and safe for the whole family. There is no harsh chemicals like in other soaps.",3.2,38,2016,10,10,17
9054,5,Great product,Works great!,4.8,4920,2021,6,21,2
9055,5,Butterfly Twist,Like any easy to install.,3.8,96,2021,1,27,20
9056,5,good!,"[[VIDEOID:ab292872cacb25ab3f5cde7d01e6f993]] Very good the product, I like it.<br />5 🌟  🌟 🌟 🌟 🌟",3.7,23,2020,8,9,22
9057,5,nice,"Very nice and luxurios soap,  feel very clean after using this,  so nice and mosturizing...Reccomend highly so much better than commercial soaps....",4.3,82,2019,4,5,18
9058,5,Five Stars,Great for pageant Beauty and beast theme,4.3,128,2018,3,16,19
9059,5,Smells GREAT but pricey,Super great smelling soap...a little too pricey,4.6,22,2019,11,12,23
9060,5,Quick easy and beautiful lashes!,"So easy to apply, even for beginners.<br />Love them, and I’m ordering more!",3.9,492,2020,8,26,15
9061,5,Perfect for cleaning the cuticle area of polish!,"As a nail technician these are amazing for cleaning the cuticle area, applying cuticle creams and oils, etc.",4.5,84,2022,4,2,17
9062,5,LOVED IT! I used morning and night and it ...,"LOVED IT! I used morning and night and it helped brighten,smooth and revitalize my skin.  No break outs, and no residue. Absolutely recommend to anyone with dehydrated, dull skin.",3.4,144,2015,3,12,22
9063,5,Five Stars,Love everything about it!,4.4,107,2016,9,22,0
9064,5,Arrived quickly and great price!,Very pleased with this product.,4.0,358,2020,9,5,16
9065,5,Love this Product to remove tape-in hair,"This stuff is fabulous. Lasts a long time, removes tape and glue very well and easy to use. I LOVE it.",4.4,22,2018,3,20,2
9066,5,Better than Walmart,"I am going to keep buying these, thank you for offering a great cost for great lashes!!",4.5,217,2022,1,30,7
9067,5,Five Stars,Product as described. Arrived promptly.,4.3,131,2016,5,15,20
9068,5,Na,Na,4.2,178,2021,5,11,20
9069,5,Lovely Texture and Rose Scent,"I am a sticker for quality organic, rose scented shampoo.  I found LaCoupe to be the absolute best shampoo I have purchased in years.  My hair shimmers, no frizz, and it smells great, according to my close associates!",4.0,84,2020,8,4,13
9070,5,PERFECT COMPACT SIZE,I love this travel case so so much. It is a great non bulky compact size. It holds the charger long with a few extra replacement heads. You could probably fit some floss in the case too. The brush has to collapse to fit but that makes it compact. It’s awesome it comes with extra brush heads too.,4.5,72,2019,1,13,19
9071,5,Wow! First review...,"I really like this scent. When I purchased it I was half expecting more of an oudh fragrance. I have a small collection of maybe 6, 6ml vial of oudh and I have my favorites. My preferences tend more towards earthy woods and vetiver so this is a bit of a departure for me. This oil had just a hint of oudh mostly a floral/citrus top note. I was very surprised that it lasted most of the day. The base notes were fairly cirtusy too but also a little bit of musk/amber was there too.<br /><br />Very fresh and enjoyable. I'm glad I bought this.",4.3,38,2019,9,3,5
9072,5,Love it.....,This hair is beautifully packaged and feels so good....I love the band in the back. The hair is silky and soft... will order again and again!,3.8,24,2021,2,6,17
9073,5,Good buy,Love these great quality just like my bellami ones,5.0,2,2019,10,2,23
9074,5,Good stand for press ons!,"[[VIDEOID:73ca43bd07c06c408a4665609e5b23b]] I use these practice stands for my press on nail business, and they’re super sturdy and I never have to adjust the nail as I am painting it like I did with the magnetic stands.<br />They’re also easy to clean! I was able to get the cured gel polish off with just a cuticle pusher, and then wiped it down with alcohol.",4.8,34,2020,12,30,2
9075,5,Five Stars,Adorable!,4.6,6,2015,11,25,0
9076,5,Perfect,"Very easy to use, never have to go over spots",4.6,1457,2021,12,31,19
9077,5,really pretty,"These are really pretty and soft, have  the right amount of stretch. I will be buying more.",4.6,324,2023,3,12,23
9078,5,My Mature Skin Loves This One,"I have super dry, sensitive, mature skin and apparently it loves this lotion.<br /><br />I use only 1 to 1 1/2 pumps for my entire face and neck.  This lotion absorbs into my skin almost instantly.<br /><br />I love that my skin is hydrated all day, even under makeup.  My skin feels so soft and so smooth.<br /><br />I also love how gentle this product is to my skin.  I've had no redness and no irritation whatsoever.<br /><br />I've used this lotion in conjunction with the XXI Daily Cleanser and also their Intensi-Fi Firming cream and my skin looks and feels fantastic.<br /><br />10+ stars for this cream.  I absolutely love it.<br /><br />I hope this helps you.",4.0,30,2021,10,7,19
9079,5,Cute Brush,Super cute and works well with my daughters wavy hair.  So far its held up to her constant brushing.,4.2,81,2019,2,27,22
9080,5,Loves this product,I love this product.  I have sensitive skin and have no issues. Does not dry your face out and my skin looks great.,4.5,1406,2021,9,6,18
9081,5,Loves it,My husband loves this beard straightener,4.1,442,2020,2,7,12
9082,5,Fast shipping. Packaged really well. Thanks.,Fast shipping.  Packaged really well.  Thanks.,4.5,2821,2015,2,21,1
9083,5,Bought this as a gift for my boyfriend. He ...,Bought this as a gift for my boyfriend.  He uses it every day and prefers it to the beard brush he bought himself.,4.6,1470,2018,3,28,14
9084,5,Five Stars,"Super cute, well made. My son loves these! And they've lasted gor a few months now. Good purchase",4.0,386,2017,8,4,5
9085,5,Great product,"I like this product!! It actually works well, and gets rid of the appearance of my dark circles. I wouldn’t say it completely gets rid of the dark circles, but it does it’s job well. I will admit I don’t use it every day so I am not sure if it get rid of dark circles if you use it all the time. I also use it at night when I apply so I wake up with my eyes feeling refreshed and dark circle free. Overall I recommend purchasing this product.🙂",3.9,68,2022,11,6,5
9086,5,Comfortable,Love the designs,4.1,198,2020,11,3,21
9087,5,Lightly scented nongreasy,Love this cream. Very rich not greasy.,4.7,562,2019,8,26,10
9088,5,Five Stars,I love my new eye shadow. Cute colors. : received it sooner than I thought.,3.9,134,2015,5,7,13
9089,5,Amazing,Easy to use,4.0,49,2022,9,3,14
9090,5,This stuff works!,Product does exactly as advertised. Very easy to use and really takes the old skin off your feet. Would highly recommend.,3.4,38,2017,2,9,0
9091,5,Good buy,My wife lives the hair,3.0,9,2021,2,12,19
9092,5,Just what I needed.,Easy to use aerosol spray. I would buy it again.<br />. . . . . . . . . .,3.9,73,2012,12,13,17
9093,5,I don’t know how I’ve managed without this!!,I love this!!!,4.7,4251,2021,3,1,14
9094,5,Remover kit,I recently purchased a gel nail polish set for myself. Of course I needed the removing kit to go with it. I chose this one because it really seemed like the whole kit. And it is. I was able to open this box and use it right away. Everything from tools to the remover is included. The 16 ounces of remover is a generous amount and should last me a while.<br /><br />I am pleased with how the remover works and the entire kit has made taking off my gel polish very easy.,4.1,256,2022,1,19,3
9095,5,Five Stars,I love it!!!,3.9,4199,2015,9,6,21
9096,5,2nd times the charm!,I loved that the hair had great reviews! It was my birthday weekend and i was expected to get my install! However the hair doesn't seem to be top grade hair it tangles like no bodys business! And the shedding is horrible! I did habe the install done by a license professional and she did not cut any har! So for the shedding and the tangling to be so bad was sooo.Disappointing!<br />UPDATE<br />After seeing my review jqm reached out to me asking for another chance! That was really awesome of them! They were very responsive and responded in timely manner! Im EXCITED to see how the replacement hair is fingers crossed! IF HAIR IS BETTER I WILL GIVE THE ENTIRE 5 STARS<br />Update to the update<br />Jqm sent me the hair promly amd on TIME! Ive had the replacement hair for over a year and its still great! I was and condition it! Hair bounces right back. Replacement hair has had very few shedding over the year as well. So as PROMISED i gave them 5 stars,3.8,6,2018,3,29,2
9097,5,"Moisturizunf, not greasy....all while Fragrance-Free","Love this lotion. Only lotion I can use with my many sensitivities to natural ingredients like nuts, sunflowers, and synthetic fragrances.",4.4,2021,2019,3,25,18
9098,5,Good deal.,"Good size, glass, easy open top, good delivery.<br />Pretty much as described<br />Tops fit good, holes are good size for salt or pepper to come out.<br />Seem to seal tight since salt hasn’t gotten damp yet and I keep these outdoors in Florida.<br />Hope they last.<br />I’ve looked extensively and these are well priced.",4.6,719,2020,4,28,2
9099,5,I'm excited when i find good hair for a good price Just received this hair ...,I'm excited when i find good hair for a good price Just received this hair it is very beautiful. Its soft Looks &amp; feel like great quality hair. This hair has little tangling and no shedding  i gave it 5 stars because for the price The hair lengths were accurate. Definitely will be ordering again!,3.4,12,2018,1,19,16
9100,5,Moisturizing,Bought these at Ross for $2.99 each. Smells good and are soooo moisturizing! I will definitely keep stocking up on these!,4.8,11,2018,10,11,15
9101,5,Perfect for traveling! Or even at home to keep meds locked,This was just what I needed to take my meds on vacation! 🙌🏼🙌🏼🙌🏼 Lots of different compartments & great size,4.3,1621,2019,9,2,20
9102,5,I highly recommend this product for anyone,"I have been using this razor, without replacing the blades, since mid 2013. It still works! Granted that due to the amount of time that has passed I can't recall how little time it required for me to shave with it when I originally purchased it, but with 5-8 minutes I am done and all I have ever done with it in terms of maintenance is rinse it out and on a couple of occasions brush out the blades to clear debris. I highly recommend this product for anyone, but especially for travelers.",3.4,45,2016,8,26,16
9103,5,A little bit of heaven in this soap,That’s soaps hold their shape and have a lovely light authentic gardenia fragrance. Pleasant bath or shower time!,4.2,39,2018,1,9,18
9104,5,Easy to use,Very easy to use. My teeth feel great!,3.0,84,2021,11,20,20
9105,5,Pretty color,This shade is a light frosted pink/lilac shade. I like to use it over a darker or brighter shade to tone it down. I love this long lasting lipcolor that lasts all day.,5.0,1,2013,4,17,17
9106,5,HIGHLY RECOMMEND!,"Got it today, works very well. I am new to stretching my ears and kind of forced the stretch (unknowingly). Since applying twice today, my lobes feel clean and soothed. I had an infection in one and the other was bleeding a lot.<br /><br />Has a lovely scent of clove, and does what it is supposed to.",4.5,212,2021,1,23,4
9107,5,Nice,Easy to use and works great,3.5,246,2023,1,1,5
9108,5,Preciosas,Me gustan  mucho y volvere a comprar este diseño.,4.3,102,2022,3,5,6
9109,5,Five Stars,Good stuff,4.2,205,2017,7,29,19
9110,5,Nice,Nice,4.4,132,2020,2,8,13
9111,5,Richest Smell,This is by far the best smelling Lily of the Valley body cream out there!  Not a fakey or overly sweet scent.  Fresh & floral.  This is at least my 5th purchase of this cream.  Wish they had a perfume to match it...<br /><br />(Goes well with JESSICA McCLINTOCKS perfume...),3.9,6,2020,8,20,5
9112,5,Five Stars,Pretty pricey for such a small amount,4.6,725,2017,10,11,17
9113,5,Five Stars,"Smells awesome, works great. Keeps the beard calm and conditioned.",4.0,12,2016,4,20,21
9114,5,They smell amazing,My son loved these. I bought them for his birthday and they bubbled for a long time and having the Pokémon inside he loved them they smelled great too. It’s not easy to find bathbombs for boys but he loves them and these were great.,4.5,481,2020,6,5,15
9115,5,Five Stars,"Good stuff, it really helps the nerv damage pain.",4.2,370,2014,10,6,1
9116,5,Good quality hair for the price 💕,"Really like this frontal, my Daughter installed it .<br />Hair is as described. I would recommend.",3.0,9,2019,7,3,13
9117,5,Great Quality for price,Great quality. Light weight. Reusable. Easy to pull up and down,4.0,54,2021,3,2,19
9118,5,Will buy again!,"The hair is soft and had no smell. Beautiful curls, even my stylist loved the hair.",4.1,6,2021,7,14,14
9119,5,"Comfort, cute","This bonnet is so comfortable to wear, not to mention cute and stylish it also has a draw string in the back so you can adjust this to your liking",4.5,211,2021,1,21,11
9120,5,Great scent,Love love love it,4.7,1226,2020,4,16,14
9121,5,it might have worked,developed blepharitis one eye for first time. did not see a doc because of Covid fears. Used this for several weeks no change. went kayaking on the south fork american river (rolled a few times so my eye got wet) and the next day blepharitis is gone. it is still gone.  was it the ocusoft or was it the river?,4.6,2247,2020,7,28,19
9122,5,Me encanta,Me encanto... I love it,3.8,24,2021,4,5,3
9123,5,Best  shampoo for my hair,Wonderful product,4.6,2594,2020,12,15,0
9124,5,Fabulous product!,"Excellent product!  Everyone in my house has one and loves it.  No odor, perfect size, dries quickly and works as described. I plan on ordering more. I have no idea how long they last so I definitely want some back ups.",4.7,9101,2016,1,25,3
9125,5,Blond bob wig with Chinese bangs,Nice soft full wig it just wasn’t for me (didn’t like the color on me)I had fun experimenting with the color though,4.0,1008,2022,12,8,21
9126,5,Five Stars,good quality- great fun for kids!!,4.0,29,2017,11,7,2
9127,5,Great synthetic hair for wigs and ponytails,[[VIDEOID:d9cff20b9855663fae300b1c943997b6]] Client wanted red ponytails and this hair worked just perfect for this temporary style!,4.0,14,2019,11,2,1
9128,5,Five Stars,This is a good product for eczema.,3.8,83,2017,9,7,19
